,,,,,"TR = 30",,,"TR = 50",,,"TR = 72",,,"TR = 101",,,"TR = 140",,,"TR = 201",,,"TR = 475",,,"TR = 975",,,"TR = 2475",
"OBJECTID","ID","LON","LAT","T30ag","T30F0","T30Tc","T50ag","T50F0","T50Tc","T72ag","T72F0","T72Tc","T101ag","T101F0","T101Tc","T140ag","T140F0","T140Tc","T201ag","T201F0","T201Tc","T475ag","T475F0","T475Tc","T975ag","T975F0","T975Tc","T2475ag","T2475F0","T2475Tc"
6814,26530,13.55784,42.33494,0.78774,2.387,0.27325,1.0373,2.3274,0.28194,1.223,2.3136,0.28997,1.4213,2.2973,0.29767,1.6371,2.2968,0.31069,1.9009,2.3151,0.31886,2.5985,2.3667,0.34638,3.3296,2.4019,0.3634,4.5114,2.4597,0.38305
6815,26308,13.55788,42.38494,0.78256,2.3828,0.27373,1.0304,2.3251,0.28223,1.2155,2.3121,0.28981,1.4133,2.2952,0.29743,1.6285,2.2921,0.31105,1.8903,2.3133,0.31852,2.5844,2.367,0.34533,3.3114,2.4031,0.36257,4.4897,2.462,0.38112
6816,26086,13.55794,42.43494,0.77138,2.3788,0.27442,1.0157,2.3229,0.28224,1.1996,2.311,0.28952,1.3967,2.2927,0.29701,1.6104,2.2856,0.31144,1.8698,2.308,0.31811,2.5586,2.3641,0.34338,3.2779,2.4019,0.36066,4.4481,2.4636,0.37829
6817,25864,13.55797,42.48494,0.75661,2.3767,0.27546,0.98949,2.3288,0.28411,1.1803,2.306,0.28962,1.3753,2.287,0.29662,1.5861,2.2763,0.31223,1.8407,2.2995,0.31872,2.5221,2.3608,0.34177,3.23,2.4017,0.35888,4.3813,2.4636,0.37559
6818,25642,13.55798,42.53494,0.73521,2.38,0.27649,0.93693,2.368,0.28846,1.1424,2.3144,0.29118,1.3391,2.2809,0.29794,1.5454,2.2692,0.31394,1.7913,2.2931,0.32026,2.4585,2.3559,0.34137,3.1493,2.3973,0.35779,4.2671,2.4537,0.37415
6819,25420,13.55803,42.58495,0.70771,2.3959,0.27662,0.8988,2.3829,0.28999,1.0542,2.3771,0.29716,1.235,2.367,0.30799,1.4473,2.3321,0.31573,1.7062,2.3033,0.3229,2.3572,2.3587,0.34164,3.0193,2.3885,0.35783,4.0849,2.429,0.37554
6820,25198,13.55808,42.63494,0.67689,2.4172,0.27709,0.85388,2.4063,0.29107,0.9973,2.4036,0.29865,1.1521,2.4066,0.31187,1.3145,2.4285,0.32005,1.5117,2.4641,0.32584,2.0766,2.5225,0.34353,2.6818,2.5371,0.35715,3.6473,2.5503,0.37709
6821,24976,13.55816,42.68494,0.64703,2.439,0.27869,0.81063,2.4355,0.29228,0.9499,2.4123,0.3059,1.0936,2.4289,0.31384,1.2454,2.4484,0.32177,1.4324,2.4679,0.33002,1.964,2.5318,0.34608,2.5212,2.5614,0.36002,3.4117,2.5862,0.37848
6822,24754,13.55819,42.73495,0.62132,2.4599,0.28022,0.77929,2.4492,0.29296,0.9117,2.433,0.30766,1.0473,2.4501,0.31508,1.1928,2.4621,0.32283,1.3753,2.4677,0.33335,1.8935,2.5178,0.34809,2.4348,2.55,0.36111,3.2968,2.5761,0.37736
6823,24532,13.55823,42.78494,0.59956,2.4832,0.2806,0.75598,2.4551,0.29343,0.8824,2.4487,0.30862,1.013,2.4647,0.31628,1.1592,2.4569,0.32329,1.3382,2.4625,0.33391,1.847,2.497,0.34783,2.3785,2.5347,0.35925,3.2192,2.5702,0.37418
6824,24310,13.55829,42.83494,0.58614,2.4855,0.27983,0.73792,2.4584,0.29375,0.8604,2.4567,0.30918,0.98985,2.4668,0.31702,1.1354,2.4515,0.32373,1.3125,2.453,0.33361,1.8149,2.4801,0.3474,2.3405,2.5196,0.35667,3.1682,2.5649,0.36924
6825,24088,13.55836,42.88494,0.57595,2.483,0.27898,0.7249,2.4559,0.29364,0.8449,2.4543,0.30803,0.97535,2.4577,0.31708,1.1191,2.444,0.32416,1.2946,2.4425,0.33298,1.7921,2.4684,0.34637,2.3127,2.5087,0.35277,3.1346,2.5547,0.36487
6826,23644,13.5584,42.98494,0.56114,2.4713,0.2761,0.70771,2.4432,0.29265,0.8258,2.4462,0.29891,0.95761,2.4331,0.31578,1.0991,2.4253,0.32259,1.2723,2.4275,0.33065,1.764,2.4464,0.34204,2.2782,2.4888,0.34662,3.099,2.5375,0.35769
6827,23866,13.55842,42.93494,0.56769,2.478,0.27752,0.71496,2.4506,0.29311,0.8336,2.4468,0.30637,0.96477,2.4456,0.3164,1.1072,2.4349,0.32343,1.2813,2.4356,0.33243,1.7756,2.4576,0.34479,2.2922,2.5015,0.34879,3.1128,2.5457,0.36102
6828,23422,13.55846,43.03495,0.55591,2.463,0.2748,0.70242,2.4349,0.29198,0.8205,2.44,0.29715,0.9528,2.4202,0.31468,1.0938,2.4152,0.32129,1.2662,2.4192,0.32853,1.7562,2.4425,0.34111,2.2691,2.4777,0.3477,3.0905,2.5295,0.35461
6829,23200,13.55849,43.08495,0.55032,2.4609,0.27346,0.69544,2.4366,0.29126,0.8112,2.4508,0.29542,0.94373,2.4242,0.31332,1.0855,2.4179,0.31962,1.2634,2.4098,0.3257,1.753,2.4299,0.33948,2.2653,2.4637,0.34691,3.0752,2.5359,0.35367
6830,22978,13.55858,43.13494,0.54187,2.4616,0.27208,0.68569,2.4437,0.29093,0.8004,2.4543,0.29563,0.93406,2.4281,0.31268,1.0752,2.4239,0.31898,1.2527,2.418,0.32541,1.7526,2.4293,0.33839,2.2648,2.4608,0.34729,3.0755,2.5357,0.35323
6831,22756,13.55864,43.18494,0.53333,2.4493,0.27259,0.67594,2.4337,0.2931,0.7917,2.4382,0.29772,0.92469,2.4226,0.31234,1.0655,2.4263,0.31839,1.2433,2.4326,0.32204,1.7575,2.426,0.33619,2.3067,2.4447,0.34541,3.1512,2.4889,0.35676
6832,22534,13.55867,43.23494,0.52469,2.4341,0.27302,0.66602,2.4223,0.29349,0.783,2.4289,0.30329,0.92012,2.4236,0.30852,1.059,2.4516,0.31242,1.2343,2.4565,0.31765,1.7691,2.4705,0.33013,2.3506,2.4583,0.33864,3.2765,2.4549,0.35153
6833,22312,13.55869,43.28495,0.51573,2.4186,0.27593,0.6556,2.424,0.29261,0.7743,2.47,0.29077,0.90513,2.4743,0.30468,1.0456,2.4887,0.31062,1.2645,2.4249,0.31714,1.8299,2.4667,0.31829,2.4104,2.4853,0.32393,3.347,2.4765,0.3403
6834,22090,13.55875,43.33494,0.50524,2.4038,0.27911,0.64333,2.4689,0.28685,0.7626,2.5327,0.28578,0.90405,2.4994,0.29375,1.0926,2.3932,0.30953,1.2784,2.4662,0.29596,1.8334,2.471,0.3136,2.4095,2.4886,0.32095,3.4249,2.4263,0.33378
6835,21868,13.5588,43.38494,0.49209,2.3973,0.28086,0.62985,2.5375,0.28153,0.7505,2.5545,0.28451,0.92706,2.4316,0.2905,1.0915,2.4449,0.29129,1.2773,2.4839,0.29097,1.8318,2.4847,0.29862,2.3737,2.5379,0.31576,3.3724,2.4698,0.32781
6836,21646,13.55883,43.43494,0.4772,2.3962,0.28154,0.61425,2.5616,0.28,0.7526,2.5087,0.28399,0.93118,2.4113,0.28679,1.0829,2.4662,0.28668,1.2716,2.4694,0.28922,1.8246,2.4762,0.2986,2.3679,2.5237,0.31356,3.334,2.4909,0.32425
6837,21424,13.55888,43.48494,0.4612,2.4054,0.28092,0.59799,2.5796,0.27801,0.7426,2.4836,0.28434,0.91789,2.4226,0.28381,1.0695,2.46,0.28524,1.2656,2.4487,0.28751,1.8131,2.4659,0.29758,2.3596,2.5116,0.31117,3.3084,2.4987,0.32146
6838,21202,13.55894,43.53494,0.44317,2.4275,0.2783,0.58273,2.5712,0.27674,0.7261,2.4755,0.28359,0.89717,2.4295,0.28103,1.0473,2.4515,0.28467,1.2456,2.4422,0.28602,1.7908,2.458,0.29552,2.3406,2.497,0.30913,3.2772,2.502,0.31886
6839,20980,13.559,43.58494,0.42204,2.4516,0.27737,0.56296,2.5602,0.27544,0.6925,2.4893,0.28521,0.86269,2.4334,0.28107,1.0081,2.4567,0.28494,1.1998,2.4496,0.28615,1.7438,2.451,0.29455,2.2906,2.4841,0.30773,3.2069,2.5061,0.31659
6840,20758,13.55904,43.63494,0.39813,2.4884,0.2754,0.53711,2.5398,0.27538,0.645,2.5331,0.2855,0.80532,2.4426,0.28396,0.94742,2.4635,0.28684,1.1223,2.4597,0.28892,1.6448,2.451,0.29514,2.1724,2.4781,0.30709,3.0446,2.5107,0.31535
6841,20536,13.5591,43.68494,0.38035,2.4838,0.27193,0.50612,2.5177,0.27753,0.5913,2.5786,0.28503,0.72398,2.4597,0.2909,0.85772,2.4899,0.29075,1.0075,2.4965,0.29291,1.474,2.468,0.29906,1.945,2.4967,0.31082,2.7069,2.542,0.31685
6842,11878,13.56101,45.63494,0.29145,2.5286,0.2071,0.36153,2.5649,0.22837,0.417,2.5981,0.25488,0.47744,2.6459,0.26668,0.538,2.6694,0.28251,0.6063,2.656,0.31769,0.80958,2.7072,0.35659,1.0464,2.6362,0.38833,1.3926,2.6963,0.41324
6843,11656,13.56108,45.68494,0.31225,2.5658,0.21312,0.39548,2.5793,0.23733,0.4585,2.6383,0.25516,0.51887,2.6686,0.27244,0.58225,2.6826,0.29002,0.68417,2.5976,0.3174,0.93751,2.6072,0.35653,1.2042,2.6327,0.37162,1.6039,2.686,0.39038
6844,11434,13.5611,45.73494,0.33807,2.5946,0.21452,0.43886,2.5744,0.24332,0.509,2.6024,0.26455,0.59514,2.5658,0.28344,0.69725,2.5113,0.29316,0.79035,2.5586,0.31654,1.1146,2.5139,0.34537,1.4258,2.5877,0.35836,1.8935,2.6574,0.37428
6845,11212,13.56117,45.78494,0.38381,2.5089,0.21931,0.49626,2.5407,0.25027,0.5966,2.5059,0.27166,0.6918,2.5199,0.28332,0.7846,2.5462,0.2908,0.93195,2.4697,0.31496,1.3096,2.4916,0.33475,1.693,2.5453,0.34706,2.2928,2.6149,0.36064
6846,10990,13.56124,45.83494,0.42646,2.4984,0.23237,0.56959,2.4725,0.25574,0.6751,2.4813,0.27035,0.78199,2.5097,0.27998,0.93156,2.4568,0.28789,1.0991,2.4095,0.2978,1.5504,2.4534,0.32509,2.0221,2.5081,0.33701,2.7881,2.5671,0.35319
6847,10768,13.56132,45.88494,0.48268,2.4186,0.23322,0.62983,2.4534,0.25742,0.7534,2.4938,0.26521,0.9066,2.4548,0.27398,1.0586,2.428,0.28454,1.2438,2.4129,0.29371,1.7732,2.4316,0.32018,2.3335,2.4876,0.33288,3.2727,2.5154,0.3538
6848,10546,13.56136,45.93494,0.52279,2.4285,0.23538,0.68929,2.4683,0.25354,0.8328,2.4742,0.26121,0.98943,2.4513,0.27194,1.1554,2.4287,0.28442,1.3578,2.4211,0.29262,1.9387,2.4316,0.32025,2.5698,2.4784,0.33397,3.6955,2.4574,0.3588
6849,10324,13.56136,45.98494,0.55582,2.442,0.2376,0.73988,2.4863,0.25134,0.899,2.4637,0.26112,1.0624,2.4398,0.2742,1.2379,2.4324,0.2844,1.4562,2.4286,0.29385,2.1019,2.4222,0.32027,2.8318,2.4318,0.33623,4.08,2.4207,0.36388
6850,10102,13.56142,46.03494,0.58349,2.464,0.23642,0.78401,2.4851,0.25047,0.9516,2.4639,0.26274,1.1271,2.4403,0.27558,1.3155,2.4333,0.28381,1.5556,2.4186,0.29445,2.2678,2.4002,0.32155,3.0385,2.4259,0.33942,4.384,2.418,0.36817
6851,9880,13.56152,46.08493,0.60658,2.4917,0.23564,0.82161,2.4829,0.25076,0.9967,2.4596,0.26323,1.1837,2.4346,0.27578,1.3873,2.4176,0.28437,1.6448,2.3972,0.29562,2.3874,2.3989,0.32268,3.2048,2.4215,0.34187,4.6184,2.4203,0.3708
6852,9658,13.56156,46.13494,0.62558,2.5045,0.2344,0.8539,2.4645,0.25189,1.0319,2.446,0.2635,1.2269,2.4225,0.27572,1.4385,2.4055,0.28435,1.705,2.386,0.29619,2.4675,2.3973,0.32392,3.3206,2.4148,0.34381,4.7704,2.4197,0.37285
6853,9436,13.56158,46.18494,0.6344,2.5125,0.23383,0.87024,2.454,0.25209,1.0479,2.4435,0.26361,1.249,2.4148,0.27599,1.464,2.4003,0.28437,1.7337,2.3823,0.29663,2.506,2.3977,0.3248,3.3798,2.4092,0.34499,4.845,2.4182,0.37371
6854,9214,13.56164,46.23494,0.63193,2.5152,0.23372,0.87008,2.4509,0.25188,1.0464,2.4452,0.26333,1.2497,2.4126,0.27577,1.465,2.3987,0.28426,1.7349,2.3814,0.29669,2.5078,2.3983,0.32501,3.3868,2.4058,0.34535,4.851,2.4156,0.37398
6855,8992,13.56168,46.28494,0.61791,2.5123,0.23361,0.8547,2.451,0.25113,1.0293,2.4467,0.26261,1.2295,2.4148,0.27509,1.4424,2.3994,0.28396,1.7098,2.3821,0.29626,2.4748,2.3981,0.32456,3.3422,2.4054,0.34486,4.7908,2.4145,0.37344
6856,8770,13.56174,46.33494,0.59294,2.5024,0.23444,0.82059,2.4594,0.24969,0.9938,2.4519,0.26186,1.1872,2.4192,0.27436,1.3935,2.4039,0.2834,1.6544,2.3855,0.29548,2.4015,2.3979,0.3237,3.2404,2.4071,0.34358,4.6585,2.4112,0.37196
6857,8548,13.56177,46.38494,0.56146,2.4898,0.233,0.76162,2.4986,0.24868,0.9396,2.4517,0.26082,1.1212,2.4218,0.27319,1.3177,2.4072,0.28266,1.5631,2.3952,0.29382,2.2834,2.3928,0.32358,3.0745,2.409,0.34179,4.4378,2.4049,0.36974
6858,8326,13.56187,46.43494,0.52135,2.4721,0.23153,0.70239,2.4719,0.24967,0.86,2.4655,0.25935,1.0246,2.4427,0.27034,1.2039,2.4247,0.28296,1.4316,2.4081,0.29422,2.1044,2.3975,0.32302,2.8382,2.4112,0.33966,4.1169,2.3987,0.36603
6859,8104,13.56193,46.48494,0.47454,2.4633,0.22717,0.6305,2.4484,0.25156,0.7634,2.4663,0.26173,0.91448,2.4556,0.27098,1.0702,2.437,0.28353,1.2683,2.4264,0.29471,1.86,2.4276,0.32431,2.5187,2.4311,0.33904,3.6612,2.4207,0.36152
6860,7882,13.56196,46.53494,0.41614,2.4905,0.22629,0.55667,2.471,0.24743,0.6681,2.4544,0.26712,0.78924,2.4519,0.27576,0.9284,2.4548,0.28569,1.1005,2.432,0.2973,1.5931,2.4654,0.32714,2.1503,2.4739,0.34131,3.1002,2.4849,0.35882
6861,7660,13.56203,46.58494,0.35722,2.5436,0.22116,0.49143,2.4565,0.2513,0.5828,2.4816,0.26707,0.68898,2.4503,0.28045,0.79711,2.435,0.29357,0.93517,2.4557,0.31354,1.3549,2.4783,0.33512,1.809,2.4934,0.34917,2.5387,2.5639,0.36231
6862,7438,13.56209,46.63494,0.31565,2.5916,0.21873,0.40932,2.5921,0.24884,0.5106,2.4866,0.26829,0.59906,2.4938,0.28184,0.69857,2.4562,0.29564,0.80545,2.4835,0.31569,1.1531,2.4687,0.34731,1.5177,2.5086,0.36142,2.0791,2.6181,0.37303
6863,49619,13.61584,37.1349,0.16167,2.4917,0.159,0.20875,2.51,0.19916,0.2521,2.4775,0.22231,0.29262,2.4571,0.27159,0.33178,2.4721,0.29838,0.37517,2.5451,0.32943,0.50903,2.5461,0.41163,0.63509,2.6056,0.50817,0.82258,2.7544,0.55095
6864,49397,13.61593,37.1849,0.16872,2.5046,0.15983,0.21873,2.5026,0.20481,0.2619,2.4804,0.23949,0.30232,2.4716,0.2769,0.34136,2.4888,0.30753,0.38461,2.5642,0.33489,0.52126,2.5658,0.41313,0.64849,2.616,0.50509,0.83559,2.7718,0.54375
6865,49175,13.61601,37.2349,0.17639,2.5171,0.16121,0.22957,2.5018,0.20971,0.2728,2.4772,0.24447,0.31324,2.4788,0.28057,0.35231,2.5013,0.31174,0.3956,2.5743,0.34128,0.5357,2.5763,0.41418,0.66441,2.6593,0.45163,0.85101,2.7849,0.53648
6866,48953,13.61607,37.2849,0.18495,2.5218,0.16245,0.24153,2.495,0.21449,0.2849,2.4717,0.25093,0.32561,2.4793,0.28513,0.36487,2.5047,0.31465,0.41146,2.5551,0.34582,0.55294,2.5808,0.41383,0.68387,2.6569,0.44942,0.87048,2.7892,0.53045
6867,48731,13.61619,37.3349,0.19408,2.5246,0.19796,0.2544,2.4811,0.22048,0.2982,2.4723,0.26476,0.33932,2.4769,0.28897,0.37898,2.5047,0.31723,0.43118,2.5185,0.34757,0.57307,2.5761,0.41282,0.70693,2.6502,0.44649,0.89425,2.7793,0.52451
6868,48509,13.61627,37.3849,0.20506,2.5459,0.19153,0.26833,2.4655,0.22422,0.3128,2.4693,0.26861,0.35451,2.4719,0.2922,0.39475,2.505,0.32083,0.45296,2.4849,0.34893,0.59543,2.5626,0.41165,0.73239,2.6428,0.44392,0.92085,2.7657,0.51806
6869,48287,13.61635,37.4349,0.21908,2.5082,0.19639,0.28342,2.4624,0.22743,0.3287,2.4652,0.27171,0.37107,2.4676,0.29447,0.41595,2.4801,0.32304,0.47623,2.4673,0.34819,0.62208,2.5385,0.41007,0.75962,2.6377,0.44124,0.95011,2.7585,0.5099
6870,48065,13.61645,37.4849,0.23379,2.4693,0.20059,0.29924,2.4535,0.23068,0.3453,2.4669,0.27319,0.38838,2.4705,0.29608,0.43948,2.4574,0.32376,0.50015,2.4691,0.34546,0.65058,2.5254,0.40843,0.78904,2.6482,0.43526,0.98373,2.7918,0.46469
6871,47843,13.61651,37.5349,0.249,2.4551,0.20348,0.31562,2.451,0.24968,0.3625,2.4718,0.27537,0.40832,2.4689,0.29697,0.46365,2.4494,0.32156,0.52494,2.4834,0.34284,0.6812,2.5231,0.40682,0.82411,2.6553,0.42731,1.0259,2.7969,0.45697
6872,47621,13.61659,37.5849,0.26481,2.4503,0.20521,0.33284,2.4569,0.25098,0.3807,2.4793,0.276,0.43313,2.4567,0.29626,0.48931,2.4638,0.31822,0.55157,2.5093,0.339,0.71588,2.5318,0.40106,0.86706,2.649,0.42103,1.0803,2.7921,0.44667
6873,47399,13.61674,37.6349,0.28174,2.4386,0.20704,0.35172,2.4646,0.25191,0.4012,2.4867,0.2763,0.46079,2.4487,0.2934,0.5183,2.4773,0.31565,0.58202,2.5335,0.33314,0.75794,2.5949,0.36994,0.92155,2.6379,0.41157,1.1522,2.7759,0.43418
6874,47177,13.61681,37.6849,0.30058,2.4259,0.20983,0.37351,2.4677,0.25388,0.4318,2.4588,0.27491,0.49351,2.4517,0.29071,0.55304,2.4851,0.3133,0.62292,2.5301,0.327,0.81327,2.5964,0.35844,0.99148,2.6598,0.37753,1.2446,2.7462,0.42171
6875,46955,13.61688,37.7349,0.32177,2.417,0.21309,0.3989,2.4654,0.25779,0.468,2.4301,0.27645,0.53242,2.4535,0.28968,0.59328,2.4858,0.30802,0.67416,2.5159,0.32097,0.88032,2.5989,0.34792,1.0773,2.6512,0.36694,1.3633,2.7171,0.40527
6876,46733,13.61697,37.7849,0.34583,2.4129,0.21634,0.43713,2.423,0.26125,0.5095,2.4277,0.27554,0.57668,2.4645,0.28797,0.65133,2.4683,0.29864,0.74015,2.4983,0.31448,0.97695,2.585,0.33676,1.2096,2.6396,0.35258,1.5617,2.7064,0.37084
6877,46511,13.61707,37.8349,0.37352,2.4046,0.23045,0.48152,2.3855,0.26296,0.5607,2.4273,0.27353,0.64371,2.4321,0.28549,0.73331,2.4344,0.29424,0.83862,2.4542,0.30713,1.1348,2.5197,0.32513,1.4328,2.5778,0.33739,1.9056,2.621,0.35085
6878,46289,13.61717,37.8849,0.4027,2.4013,0.23329,0.53299,2.3744,0.26077,0.6285,2.3903,0.27353,0.73461,2.3857,0.28142,0.8439,2.3968,0.28874,0.97938,2.4022,0.29483,1.3698,2.4281,0.31441,1.7678,2.4715,0.32268,2.3933,2.5449,0.33181
6879,46067,13.61726,37.93489,0.43765,2.368,0.24022,0.5849,2.3624,0.25905,0.7077,2.349,0.26941,0.83226,2.355,0.27579,0.97113,2.3482,0.28214,1.1411,2.3491,0.28796,1.6096,2.3689,0.30576,2.0888,2.4349,0.31109,2.8348,2.5114,0.3227
6880,45845,13.61733,37.9849,0.46202,2.3479,0.24146,0.62627,2.3356,0.25886,0.7639,2.3229,0.2665,0.90922,2.3205,0.27196,1.0615,2.3192,0.27705,1.2463,2.3245,0.28412,1.7576,2.376,0.29379,2.2746,2.42,0.30769,3.0745,2.505,0.32168
6881,45623,13.61744,38.0349,0.46858,2.3369,0.24189,0.63922,2.3233,0.25807,0.7811,2.3126,0.2652,0.93116,2.3097,0.27034,1.0878,2.3101,0.27518,1.2771,2.3157,0.28239,1.7975,2.376,0.29191,2.3251,2.4158,0.30691,3.1368,2.5046,0.32138
6882,45401,13.61748,38.0849,0.45237,2.3508,0.24124,0.61496,2.3385,0.25793,0.7537,2.3187,0.26559,0.89803,2.3162,0.27086,1.0496,2.3151,0.276,1.234,2.3216,0.28266,1.7452,2.3714,0.29233,2.2612,2.4115,0.30639,3.0603,2.5002,0.32035
6883,45179,13.61758,38.1349,0.41889,2.378,0.23452,0.56401,2.3604,0.2584,0.683,2.3528,0.26854,0.80686,2.3517,0.27456,0.9463,2.3414,0.28012,1.1139,2.3404,0.2851,1.5784,2.3641,0.2972,2.0531,2.4194,0.309,2.7934,2.5018,0.31969
6884,31859,13.62308,41.1349,0.31559,2.4744,0.26481,0.37541,2.5071,0.30004,0.423,2.5558,0.33261,0.47476,2.5831,0.3574,0.52476,2.6303,0.37386,0.58015,2.651,0.41428,0.73571,2.7321,0.50732,0.88203,2.8609,0.54332,1.0958,3.0135,0.5746
6885,31637,13.62319,41.18489,0.32887,2.4867,0.26607,0.38894,2.5168,0.30073,0.4414,2.5467,0.33382,0.49386,2.5883,0.35617,0.54454,2.6409,0.3722,0.60085,2.6594,0.4145,0.76626,2.7661,0.45974,0.92851,2.8302,0.54124,1.1617,2.9723,0.57192
6886,31415,13.62329,41.23489,0.34459,2.4999,0.26801,0.40736,2.5255,0.30099,0.4643,2.5474,0.33407,0.51774,2.6046,0.35243,0.56928,2.6596,0.3702,0.63333,2.6465,0.41506,0.80858,2.7545,0.45657,0.98627,2.806,0.53458,1.2466,2.9272,0.56283
6887,31193,13.62338,41.28489,0.36361,2.5102,0.2704,0.4347,2.5096,0.30538,0.4929,2.5586,0.33219,0.54745,2.6262,0.34685,0.60013,2.6835,0.36516,0.67464,2.6433,0.41286,0.86898,2.7261,0.45174,1.064,2.7713,0.5264,1.3546,2.8736,0.54992
6888,30971,13.62348,41.33489,0.3863,2.515,0.27306,0.4679,2.4955,0.30937,0.5283,2.5665,0.32738,0.58492,2.6346,0.34357,0.65069,2.6612,0.35922,0.72827,2.6439,0.40358,0.94435,2.7126,0.44266,1.1638,2.7297,0.51429,1.4994,2.8225,0.53491
6889,30749,13.62354,41.3849,0.41707,2.4972,0.27591,0.5086,2.5001,0.29925,0.573,2.5643,0.32205,0.64265,2.6033,0.33884,0.71724,2.638,0.35221,0.79988,2.6963,0.36734,1.0505,2.6918,0.42723,1.3079,2.7161,0.4491,1.7075,2.7509,0.51706
6890,30527,13.62369,41.43489,0.46181,2.4524,0.27699,0.56305,2.4899,0.29694,0.644,2.5147,0.31851,0.72958,2.5416,0.33151,0.81481,2.5918,0.34244,0.92578,2.606,0.35606,1.2231,2.6239,0.40496,1.5347,2.6611,0.42532,2.0758,2.6575,0.44822
6891,30305,13.62377,41.48489,0.51631,2.4407,0.27473,0.63972,2.4522,0.29312,0.7444,2.4475,0.31391,0.85146,2.4769,0.32351,0.96592,2.4957,0.33251,1.1313,2.4736,0.3399,1.6128,2.4101,0.35875,2.0725,2.4236,0.37559,2.7882,2.4265,0.4061
6892,30083,13.62387,41.53489,0.57531,2.4379,0.27418,0.7364,2.4072,0.28944,0.8759,2.3785,0.29837,1.0464,2.3257,0.31158,1.2061,2.3304,0.31727,1.4097,2.3333,0.324,1.9837,2.35,0.33856,2.5877,2.3646,0.3552,3.5364,2.4091,0.36996
6893,29861,13.62398,41.58489,0.63515,2.4054,0.27414,0.83899,2.338,0.28414,0.9999,2.3324,0.28985,1.1733,2.3115,0.29538,1.3606,2.3013,0.30894,1.5928,2.3014,0.31529,2.2729,2.2907,0.33207,2.9401,2.327,0.34951,3.9971,2.3852,0.36741
6894,29639,13.62405,41.63489,0.68048,2.3875,0.27209,0.89873,2.3389,0.28001,1.0666,2.3181,0.28729,1.2462,2.3082,0.29328,1.4419,2.3106,0.2971,1.6867,2.2913,0.31323,2.3716,2.3117,0.33296,3.0559,2.3527,0.35002,4.1627,2.4043,0.36743
6895,29417,13.62418,41.68489,0.70776,2.3842,0.27134,0.93165,2.3371,0.28,1.1042,2.3172,0.28688,1.2881,2.3026,0.29361,1.4878,2.3068,0.29801,1.7312,2.3005,0.31403,2.411,2.3394,0.33464,3.1056,2.3775,0.35209,4.2462,2.418,0.3688
6896,29195,13.62428,41.73489,0.72584,2.3856,0.27167,0.95416,2.3364,0.28063,1.1296,2.3173,0.28773,1.3161,2.2997,0.29449,1.5185,2.3024,0.29961,1.7651,2.3035,0.31526,2.4336,2.3607,0.33678,3.1346,2.3976,0.3546,4.3035,2.4266,0.37118
6897,28973,13.62437,41.78489,0.73903,2.3892,0.27217,0.97104,2.3359,0.28119,1.1486,2.3182,0.28856,1.337,2.2988,0.29526,1.5414,2.2928,0.30962,1.791,2.3082,0.3161,2.4587,2.3692,0.33906,3.1548,2.413,0.357,4.3371,2.4383,0.37355
6898,28751,13.62445,41.8349,0.75155,2.3925,0.27223,0.9868,2.3371,0.28129,1.1666,2.32,0.28897,1.3573,2.3009,0.29531,1.5638,2.2926,0.31041,1.8186,2.3081,0.31691,2.495,2.3666,0.34098,3.199,2.411,0.35928,4.3816,2.4468,0.37557
6899,28529,13.62457,41.8849,0.76413,2.3931,0.27226,1.003,2.3372,0.28126,1.1853,2.3212,0.28908,1.3788,2.3024,0.29557,1.5882,2.2927,0.31067,1.8499,2.3054,0.31743,2.5358,2.3648,0.34248,3.252,2.4077,0.36088,4.4418,2.4523,0.37722
6900,28307,13.62466,41.93489,0.7731,2.3935,0.27245,1.016,2.3351,0.28124,1.1982,2.3225,0.28939,1.3936,2.3039,0.29618,1.6054,2.2977,0.31046,1.8717,2.3099,0.3175,2.5641,2.3626,0.34447,3.2882,2.4026,0.36251,4.4666,2.4607,0.37962
6901,28085,13.62474,41.98489,0.78062,2.3935,0.27276,1.0265,2.3343,0.28159,1.2099,2.3212,0.28981,1.4062,2.304,0.29688,1.6203,2.3007,0.31042,1.8882,2.3126,0.31815,2.5851,2.3629,0.34617,3.3145,2.4014,0.36358,4.4953,2.4598,0.3818
6902,27863,13.62485,42.03489,0.78519,2.3948,0.2729,1.0331,2.3344,0.28187,1.2176,2.3204,0.29008,1.415,2.3049,0.29724,1.6301,2.3028,0.31048,1.8991,2.3135,0.3188,2.5981,2.3637,0.34719,3.3303,2.4011,0.36441,4.513,2.4585,0.38338
6903,27641,13.62495,42.08489,0.78779,2.3947,0.27301,1.0368,2.3341,0.28201,1.2219,2.3197,0.29028,1.4199,2.3053,0.29748,1.6357,2.3036,0.3106,1.9044,2.3148,0.31923,2.6049,2.3643,0.34767,3.338,2.401,0.36481,4.5208,2.458,0.38422
6904,27419,13.62503,42.13489,0.78938,2.3929,0.27323,1.039,2.3326,0.28227,1.2244,2.3183,0.29052,1.4228,2.304,0.2978,1.6387,2.3033,0.31082,1.9065,2.3157,0.31955,2.6072,2.365,0.34786,3.3403,2.4011,0.36496,4.5226,2.4581,0.38453
6905,27197,13.62514,42.18489,0.78943,2.3911,0.27335,1.0389,2.3315,0.28239,1.2245,2.3172,0.2906,1.4228,2.3026,0.298,1.6387,2.3026,0.31104,1.9052,2.3165,0.31971,2.605,2.3659,0.34782,3.3373,2.4013,0.36485,4.5188,2.4583,0.38439
