,,,,,"TR = 30",,,"TR = 50",,,"TR = 72",,,"TR = 101",,,"TR = 140",,,"TR = 201",,,"TR = 475",,,"TR = 975",,,"TR = 2475",
"OBJECTID","ID","LON","LAT","T30ag","T30F0","T30Tc","T50ag","T50F0","T50Tc","T72ag","T72F0","T72Tc","T101ag","T101F0","T101Tc","T140ag","T140F0","T140Tc","T201ag","T201F0","T201Tc","T475ag","T475F0","T475Tc","T975ag","T975F0","T975Tc","T2475ag","T2475F0","T2475Tc"
6723,26529,13.49018,42.33496,0.79016,2.3945,0.27278,1.0413,2.33,0.28178,1.227,2.3158,0.28981,1.4254,2.3016,0.29735,1.6415,2.3005,0.31003,1.9073,2.3161,0.3187,2.6083,2.3656,0.34718,3.3411,2.4011,0.36426,4.5231,2.4583,0.38448
6724,27417,13.49019,42.13496,0.77913,2.396,0.27229,1.0254,2.3335,0.28102,1.2086,2.3208,0.28907,1.405,2.3044,0.29614,1.6192,2.299,0.30955,1.8865,2.3116,0.31711,2.5847,2.3616,0.34501,3.3158,2.4003,0.36267,4.4987,2.4589,0.38148
6725,26973,13.49019,42.23495,0.7883,2.3988,0.27265,1.0385,2.3335,0.28179,1.2235,2.3193,0.28988,1.4215,2.3053,0.29719,1.6373,2.3032,0.31002,1.9051,2.3157,0.31868,2.6066,2.3642,0.3474,3.3398,2.4004,0.36455,4.5219,2.4577,0.38448
6726,26085,13.49019,42.43496,0.78237,2.3852,0.27334,1.0307,2.3257,0.28143,1.2158,2.3126,0.28922,1.4136,2.2959,0.2969,1.6289,2.293,0.31008,1.8913,2.3128,0.31774,2.5869,2.3653,0.34483,3.3152,2.4012,0.3621,4.4949,2.4606,0.38153
6727,27861,13.49021,42.03496,0.75978,2.3977,0.2723,0.99826,2.336,0.28114,1.1798,2.3192,0.2888,1.3722,2.3008,0.29506,1.5806,2.2905,0.31013,1.8382,2.306,0.31667,2.524,2.364,0.34072,3.2399,2.4074,0.35914,4.4368,2.4479,0.37592
6728,27195,13.49021,42.18496,0.78492,2.3982,0.2725,1.0337,2.3339,0.28155,1.218,2.3202,0.28956,1.4155,2.3054,0.29674,1.6308,2.3018,0.30982,1.8987,2.314,0.31808,2.5991,2.3635,0.34661,3.3322,2.4006,0.36391,4.5151,2.4581,0.38341
6729,26307,13.49021,42.38495,0.78747,2.3907,0.27291,1.0377,2.3282,0.28156,1.2232,2.3145,0.28953,1.4215,2.2991,0.29717,1.6373,2.2975,0.31,1.9015,2.315,0.3183,2.6001,2.3659,0.34622,3.3318,2.401,0.36332,4.5134,2.4589,0.38341
6730,28305,13.49022,41.93496,0.71893,2.4115,0.27294,0.94317,2.3354,0.28365,1.1131,2.3193,0.29063,1.2911,2.3018,0.29773,1.4847,2.3073,0.31113,1.7108,2.3326,0.31757,2.3839,2.3483,0.33854,3.0631,2.3806,0.35584,4.1531,2.4289,0.37174
6731,27639,13.49022,42.08495,0.77154,2.3955,0.2722,1.0145,2.3335,0.28091,1.1966,2.321,0.28882,1.3918,2.3025,0.29559,1.6034,2.2956,0.30967,1.8681,2.3091,0.31653,2.5622,2.3613,0.34286,3.2886,2.4022,0.36138,4.4746,2.4579,0.37887
6732,28527,13.49024,41.88496,0.69054,2.4257,0.27278,0.87573,2.3949,0.28629,1.0586,2.3283,0.29213,1.2208,2.3112,0.30785,1.3931,2.3332,0.31353,1.5987,2.3617,0.31929,2.2304,2.3587,0.34097,2.8521,2.3841,0.35672,3.8144,2.4252,0.37465
6733,28083,13.49024,41.98496,0.74239,2.4024,0.27275,0.9769,2.334,0.28179,1.1534,2.3175,0.28939,1.341,2.2985,0.29579,1.5446,2.2961,0.30982,1.7886,2.3163,0.31634,2.457,2.3722,0.3388,3.1542,2.415,0.35679,4.3464,2.4343,0.37329
6734,29415,13.49025,41.68496,0.60139,2.4566,0.27359,0.75935,2.4309,0.28659,0.8873,2.4165,0.2963,1.0488,2.3499,0.31024,1.1856,2.384,0.3145,1.3892,2.3567,0.32275,1.8783,2.4019,0.33988,2.3747,2.4306,0.35618,3.1028,2.4755,0.36997
6735,28971,13.49025,41.78495,0.64364,2.4437,0.27364,0.80163,2.4447,0.28664,0.9482,2.3914,0.29698,1.1172,2.3402,0.31006,1.264,2.3645,0.31645,1.4535,2.384,0.32362,1.9927,2.3986,0.34278,2.515,2.4338,0.35851,3.3149,2.4708,0.37463
6736,28749,13.49025,41.83496,0.66364,2.4378,0.27331,0.82793,2.4345,0.28685,0.9829,2.3846,0.29539,1.1576,2.3295,0.3095,1.3129,2.3466,0.31704,1.5,2.3861,0.3225,2.0788,2.3823,0.34342,2.6361,2.41,0.35796,3.498,2.4459,0.37542
6737,29193,13.49026,41.73496,0.62348,2.4472,0.27396,0.78079,2.4391,0.28622,0.9156,2.4101,0.29673,1.082,2.3472,0.3102,1.2224,2.3753,0.31602,1.4117,2.387,0.32337,1.9383,2.3934,0.34156,2.4379,2.4348,0.35748,3.1959,2.4757,0.37288
6738,29637,13.49028,41.63496,0.57925,2.4529,0.27269,0.73181,2.4261,0.28711,0.852,2.4257,0.29622,1.0105,2.354,0.30999,1.1539,2.3701,0.31444,1.3414,2.3582,0.32242,1.8158,2.4044,0.33846,2.2941,2.4394,0.35422,3.0123,2.4719,0.36682
6739,30525,13.49029,41.43496,0.42029,2.5042,0.27403,0.51726,2.5012,0.29535,0.5854,2.5465,0.31577,0.66403,2.5653,0.33097,0.74406,2.5998,0.34287,0.83978,2.6279,0.35432,1.1104,2.6651,0.37932,1.4267,2.5853,0.42047,1.9149,2.5538,0.44255
6740,30303,13.49029,41.48496,0.46462,2.4625,0.27547,0.57129,2.4948,0.29328,0.6612,2.4909,0.31238,0.75409,2.5118,0.32372,0.85334,2.534,0.33276,0.97446,2.5533,0.34059,1.3863,2.4659,0.35777,1.7597,2.4794,0.37231,2.3294,2.4632,0.41389
6741,30969,13.49031,41.33496,0.36248,2.5255,0.26794,0.43306,2.5204,0.29887,0.4915,2.5694,0.32576,0.54621,2.6336,0.33966,0.59904,2.6919,0.35716,0.67259,2.6471,0.40163,0.85836,2.7462,0.43827,1.0442,2.7825,0.50997,1.3235,2.8917,0.5425
6742,30747,13.49031,41.38496,0.38687,2.5281,0.27138,0.47096,2.5029,0.2987,0.5333,2.5611,0.3211,0.5918,2.6245,0.33614,0.66143,2.6403,0.35052,0.74107,2.6809,0.36561,0.95722,2.7034,0.42242,1.1721,2.7574,0.44764,1.4995,2.8081,0.51832
6743,30081,13.49031,41.53496,0.51026,2.4542,0.27345,0.63379,2.4636,0.29062,0.7414,2.4423,0.30878,0.85135,2.4629,0.3174,0.99311,2.4174,0.32344,1.1653,2.3975,0.32771,1.5987,2.4178,0.34446,2.0258,2.4471,0.35675,2.6812,2.4776,0.37077
6744,29859,13.49031,41.58496,0.54936,2.4518,0.27189,0.69158,2.4343,0.28807,0.8035,2.4418,0.29676,0.95166,2.3738,0.31215,1.0933,2.3778,0.31696,1.2777,2.3559,0.32347,1.7338,2.407,0.33935,2.1934,2.4408,0.35273,2.8887,2.4731,0.36609
6745,31635,13.49032,41.18496,0.30862,2.4978,0.25887,0.36624,2.5259,0.29502,0.409,2.5871,0.32343,0.45932,2.6005,0.35154,0.50792,2.6413,0.37082,0.56178,2.6569,0.41198,0.70946,2.7725,0.46276,0.84973,2.8695,0.54205,1.0573,3.0195,0.57308
6746,31413,13.49034,41.23496,0.32398,2.5091,0.26149,0.38245,2.5395,0.29578,0.4314,2.5704,0.32593,0.48262,2.6096,0.35006,0.53209,2.6596,0.36782,0.58691,2.6692,0.4087,0.74519,2.7736,0.45632,0.89938,2.841,0.53599,1.1243,2.9812,0.56697
6747,31857,13.49037,41.13496,0.29526,2.4904,0.24253,0.35247,2.5149,0.29434,0.3927,2.5885,0.32087,0.43998,2.5983,0.35165,0.48783,2.6311,0.37233,0.54084,2.6514,0.4126,0.68016,2.738,0.51077,0.8086,2.8946,0.54657,1.0013,3.055,0.578
6748,31191,13.49037,41.28495,0.34158,2.5199,0.26428,0.40201,2.5501,0.29704,0.4581,2.5674,0.32699,0.51062,2.6252,0.34651,0.56134,2.6793,0.3634,0.62194,2.6671,0.40779,0.79042,2.7729,0.44824,0.96005,2.82,0.52523,1.2069,2.9495,0.55608
6749,44955,13.49076,38.18496,0.385,2.3895,0.22747,0.51814,2.3554,0.25668,0.6166,2.3842,0.26641,0.73018,2.3725,0.27364,0.84993,2.3726,0.2802,0.9966,2.3713,0.28575,1.4125,2.3769,0.29972,1.8358,2.4253,0.31251,2.4987,2.5164,0.32157
6750,46287,13.49081,37.88497,0.39359,2.3916,0.22889,0.52023,2.3644,0.25776,0.6121,2.393,0.26958,0.71477,2.3882,0.27836,0.81647,2.4097,0.28693,0.94659,2.4059,0.29575,1.3015,2.4618,0.31483,1.6588,2.5232,0.32621,2.2147,2.585,0.34257
6751,45843,13.49081,37.98496,0.45414,2.3469,0.23313,0.61384,2.3541,0.25477,0.7525,2.3278,0.26446,0.89083,2.3329,0.27144,1.0357,2.3403,0.27681,1.2161,2.3451,0.28438,1.7168,2.3785,0.29653,2.2192,2.4425,0.30864,2.9987,2.52,0.32387
6752,45621,13.49081,38.03497,0.46655,2.3347,0.23841,0.63767,2.3336,0.25456,0.7822,2.3161,0.26278,0.93106,2.3179,0.26893,1.0884,2.3182,0.27364,1.2781,2.3237,0.28168,1.7981,2.3821,0.29215,2.3238,2.4277,0.307,3.1317,2.5126,0.32243
6753,45177,13.49081,38.13496,0.42386,2.3715,0.23091,0.58029,2.3488,0.25376,0.7097,2.3353,0.26395,0.84411,2.3312,0.26966,0.98841,2.3295,0.27588,1.166,2.3326,0.28147,1.6539,2.3666,0.29342,2.1469,2.4144,0.30617,2.9137,2.5011,0.31908
6754,45399,13.49082,38.08495,0.45621,2.3414,0.23248,0.62522,2.3326,0.25441,0.7683,2.3154,0.26235,0.91746,2.3139,0.26817,1.0735,2.3133,0.27314,1.2621,2.3192,0.28082,1.7801,2.3771,0.29111,2.303,2.418,0.30595,3.1084,2.5061,0.32102
6755,47619,13.49084,37.58497,0.26362,2.4375,0.20201,0.33297,2.4563,0.2472,0.3817,2.4858,0.2716,0.4355,2.4683,0.29083,0.49255,2.4725,0.31293,0.55577,2.5369,0.33089,0.72942,2.6094,0.36325,0.89634,2.6403,0.40567,1.1398,2.7569,0.43215
6756,47175,13.49084,37.68497,0.29827,2.4218,0.20771,0.37207,2.4723,0.2513,0.4306,2.4712,0.27183,0.49283,2.469,0.28747,0.55285,2.497,0.30971,0.62424,2.5485,0.32314,0.82574,2.6198,0.35081,1.0231,2.6635,0.36776,1.3133,2.7158,0.40966
6757,46731,13.49084,37.78496,0.34034,2.4069,0.21451,0.42923,2.4349,0.25748,0.5028,2.4308,0.27346,0.57176,2.4628,0.28546,0.64853,2.4612,0.29671,0.74193,2.4778,0.31301,0.99446,2.5503,0.33364,1.2424,2.5875,0.35175,1.6025,2.6831,0.3692
6758,46065,13.49084,37.93496,0.42684,2.3649,0.23198,0.57003,2.3647,0.25522,0.6889,2.3539,0.26678,0.80488,2.3684,0.27465,0.9357,2.3639,0.28222,1.0913,2.371,0.2889,1.5266,2.4022,0.30757,1.9726,2.4642,0.31522,2.6697,2.5437,0.32839
6759,48063,13.49085,37.48496,0.23209,2.4529,0.19893,0.29891,2.4436,0.22455,0.3459,2.4648,0.26828,0.38993,2.4845,0.28959,0.44234,2.4633,0.31333,0.50382,2.4898,0.33518,0.65913,2.5794,0.37515,0.80533,2.6547,0.42223,1.0197,2.772,0.45189
6760,46953,13.49085,37.73496,0.31823,2.4114,0.21133,0.3958,2.4695,0.25488,0.4638,2.4432,0.27291,0.52866,2.4699,0.2865,0.59122,2.4927,0.30537,0.67634,2.5156,0.31939,0.89914,2.5856,0.34261,1.118,2.6241,0.36218,1.4394,2.7153,0.37784
6761,46509,13.49085,37.83496,0.3654,2.4004,0.22648,0.47047,2.3922,0.2595,0.551,2.4188,0.27031,0.6336,2.4244,0.28279,0.72496,2.4215,0.29193,0.82809,2.4444,0.30586,1.1202,2.5188,0.32358,1.406,2.57,0.33958,1.8442,2.6356,0.35648
6762,48951,13.49087,37.28496,0.18039,2.5146,0.15977,0.23658,2.479,0.21254,0.2807,2.4575,0.24477,0.32205,2.467,0.27891,0.36196,2.4773,0.30876,0.40832,2.5291,0.338,0.5497,2.5488,0.40783,0.67873,2.6374,0.44467,0.86083,2.7644,0.51563
6763,48507,13.49087,37.38496,0.20174,2.5123,0.19618,0.26632,2.4566,0.22,0.3117,2.4586,0.2635,0.3543,2.4733,0.28504,0.39537,2.4911,0.31144,0.45439,2.4742,0.33912,0.59806,2.5471,0.40508,0.73827,2.6337,0.43556,0.93285,2.7402,0.50488
6764,48285,13.49087,37.43496,0.21667,2.4789,0.19801,0.28237,2.455,0.22177,0.3286,2.4593,0.26615,0.37187,2.4785,0.28719,0.41798,2.4748,0.31314,0.47894,2.4731,0.33695,0.62774,2.5369,0.40211,0.7705,2.6432,0.42957,0.97335,2.7748,0.45945
6765,47397,13.49087,37.63496,0.28026,2.4301,0.20483,0.35142,2.4666,0.24886,0.4019,2.4936,0.27237,0.46228,2.4621,0.28946,0.52056,2.4874,0.31186,0.58513,2.5575,0.3261,0.77155,2.6253,0.35717,0.95269,2.6791,0.37571,1.2157,2.7439,0.42144
6766,47841,13.49088,37.53497,0.24772,2.4584,0.1978,0.31571,2.446,0.23698,0.3635,2.4745,0.26975,0.41082,2.4798,0.2907,0.46698,2.4638,0.31247,0.52922,2.5099,0.33356,0.6927,2.5894,0.36972,0.84807,2.6487,0.41431,1.0758,2.7649,0.44291
6767,49173,13.49089,37.23497,0.1709,2.5104,0.15954,0.22298,2.4917,0.20749,0.2667,2.4662,0.24062,0.30769,2.4636,0.27542,0.34724,2.4686,0.3061,0.39107,2.5406,0.33496,0.52874,2.545,0.40834,0.65389,2.6414,0.44599,0.83226,2.7727,0.52111
6768,48729,13.49092,37.33496,0.19061,2.5158,0.15982,0.2511,2.4625,0.21805,0.2958,2.4614,0.24952,0.33767,2.4694,0.28194,0.37809,2.4837,0.31005,0.43067,2.4957,0.339,0.57315,2.5478,0.40687,0.70733,2.6302,0.44128,0.89494,2.7492,0.51107
6769,49396,13.55342,37.18495,0.16535,2.5029,0.15925,0.21427,2.5051,0.20283,0.2576,2.4762,0.22488,0.29811,2.4627,0.27389,0.33725,2.4718,0.30486,0.38062,2.5466,0.33203,0.51483,2.5494,0.41072,0.63897,2.647,0.45015,0.81934,2.7734,0.53588
6770,49174,13.55349,37.23494,0.17343,2.5134,0.16029,0.22585,2.4965,0.20859,0.2693,2.4712,0.24256,0.30996,2.4696,0.27813,0.34924,2.4838,0.30906,0.39275,2.5562,0.33831,0.53125,2.5595,0.41163,0.65759,2.6496,0.44879,0.83874,2.7801,0.5293
6771,48952,13.55352,37.28495,0.18243,2.5169,0.16126,0.23862,2.4866,0.21354,0.2823,2.4625,0.24672,0.32331,2.4705,0.28209,0.36286,2.4875,0.31201,0.40907,2.541,0.34212,0.55033,2.5624,0.41099,0.67958,2.6463,0.44724,0.86228,2.7788,0.52315
6772,48508,13.55357,37.38495,0.20305,2.5107,0.19885,0.26697,2.4576,0.22257,0.3119,2.4636,0.2658,0.35406,2.4676,0.2887,0.39472,2.4927,0.31651,0.45317,2.4738,0.34452,0.5961,2.5463,0.40921,0.73358,2.6298,0.44192,0.92278,2.7485,0.51117
6773,48730,13.55358,37.33494,0.19209,2.5185,0.19568,0.25234,2.4709,0.21948,0.2966,2.4631,0.26211,0.33804,2.4692,0.28565,0.37805,2.4911,0.31445,0.43022,2.5045,0.34351,0.57226,2.5565,0.4102,0.7054,2.636,0.4451,0.89091,2.7638,0.51746
6774,48286,13.5536,37.43495,0.21747,2.5002,0.19423,0.28252,2.4584,0.22406,0.3283,2.4615,0.26833,0.37112,2.4677,0.29078,0.4165,2.472,0.31843,0.47704,2.4613,0.34343,0.62388,2.5311,0.40695,0.7629,2.6357,0.43706,0.95669,2.7779,0.46697
6775,48064,13.55367,37.48495,0.23246,2.4627,0.19836,0.2986,2.4466,0.22832,0.3451,2.4636,0.27089,0.38869,2.4746,0.29247,0.44023,2.4551,0.31897,0.50119,2.4725,0.34122,0.65318,2.5234,0.40515,0.79393,2.6494,0.43028,0.99435,2.7871,0.45984
6776,47842,13.5537,37.53495,0.24777,2.4526,0.20057,0.31502,2.4462,0.24703,0.3623,2.4702,0.27236,0.40862,2.4754,0.29424,0.46421,2.4552,0.31766,0.52581,2.4927,0.33932,0.68433,2.5236,0.40151,0.83117,2.6539,0.42218,1.0412,2.786,0.45222
6777,47620,13.55376,37.58495,0.26348,2.4441,0.20303,0.332,2.4552,0.24877,0.3802,2.4804,0.2735,0.43281,2.4616,0.29368,0.48923,2.4683,0.3158,0.55174,2.5211,0.33517,0.71888,2.5906,0.37151,0.87503,2.647,0.41536,1.098,2.782,0.44179
6778,47176,13.5538,37.68495,0.29837,2.4257,0.20834,0.37136,2.4711,0.25211,0.4291,2.4676,0.27314,0.49066,2.4611,0.28908,0.55012,2.4919,0.3122,0.6196,2.5445,0.32555,0.81274,2.6136,0.35576,0.99772,2.6682,0.37421,1.2661,2.7377,0.41618
6779,47398,13.55381,37.63494,0.28007,2.4355,0.20556,0.35036,2.4655,0.25004,0.3998,2.4919,0.27418,0.45944,2.456,0.29141,0.51708,2.4817,0.31399,0.58094,2.5441,0.33098,0.75986,2.6091,0.3651,0.92885,2.6398,0.40593,1.1692,2.7695,0.42913
6780,46954,13.55389,37.73495,0.31891,2.4159,0.21186,0.39583,2.4689,0.25589,0.4635,2.4396,0.27433,0.52806,2.4631,0.28794,0.59033,2.4868,0.30696,0.67362,2.5105,0.32007,0.88884,2.5787,0.3458,1.0904,2.6335,0.36459,1.3807,2.7086,0.40105
6781,46732,13.55393,37.78495,0.34197,2.4113,0.21512,0.43109,2.4323,0.25901,0.5049,2.4264,0.27436,0.57415,2.4549,0.28634,0.64871,2.4587,0.29736,0.73777,2.4874,0.31382,0.97474,2.5777,0.33536,1.2059,2.6278,0.35295,1.5512,2.7067,0.37193
6782,46510,13.55395,37.83495,0.36827,2.4034,0.22805,0.47518,2.3854,0.26107,0.5545,2.4192,0.27158,0.63462,2.4339,0.28378,0.72295,2.4391,0.29268,0.82461,2.4623,0.30623,1.1129,2.5284,0.32518,1.3954,2.5885,0.33953,1.8338,2.6493,0.35476
6783,46288,13.554,37.88494,0.39739,2.3948,0.23103,0.52514,2.3681,0.25908,0.6162,2.401,0.27107,0.71979,2.3931,0.28013,0.82345,2.4076,0.28836,0.95475,2.4049,0.29591,1.3188,2.4546,0.31515,1.6944,2.5013,0.325,2.2814,2.5615,0.33733
6784,46066,13.55403,37.93495,0.43132,2.369,0.23315,0.57644,2.3649,0.25659,0.6955,2.3541,0.26859,0.81425,2.3639,0.27558,0.94667,2.3627,0.28265,1.1107,2.3617,0.28873,1.5643,2.3801,0.30721,2.0253,2.4467,0.31308,2.7466,2.5234,0.32497
6785,45844,13.55405,37.98495,0.45765,2.3491,0.23952,0.61934,2.345,0.25696,0.7564,2.3265,0.26558,0.89775,2.3292,0.27177,1.0479,2.3278,0.27688,1.2305,2.3329,0.28417,1.7363,2.376,0.29493,2.2458,2.4276,0.30802,3.0358,2.5092,0.32228
6786,45622,13.55411,38.03495,0.46738,2.3374,0.23982,0.63831,2.3269,0.25643,0.7806,2.3162,0.26394,0.93109,2.3126,0.26954,1.0881,2.3129,0.27438,1.2775,2.3186,0.28201,1.7974,2.3791,0.29179,2.3239,2.42,0.30695,3.1339,2.5071,0.3217
6787,45400,13.55415,38.08495,0.45426,2.3483,0.23919,0.62006,2.3362,0.25614,0.7614,2.3161,0.26387,0.90833,2.3142,0.2694,1.0623,2.3133,0.27452,1.2488,2.3194,0.28166,1.7634,2.3742,0.29156,2.2831,2.4139,0.30619,3.086,2.5025,0.32055
6788,45178,13.55418,38.13495,0.42178,2.3751,0.23261,0.57296,2.3531,0.25587,0.6967,2.3444,0.26618,0.82629,2.3406,0.27201,0.96816,2.334,0.278,1.1409,2.3358,0.2832,1.6168,2.3667,0.29519,2.1021,2.4159,0.30751,2.8564,2.5012,0.31929
6789,44956,13.55424,38.18494,0.38409,2.3923,0.22937,0.51047,2.3634,0.25919,0.6025,2.4045,0.26887,0.71261,2.3853,0.27596,0.82483,2.3886,0.28288,0.96729,2.3789,0.28906,1.3645,2.3877,0.30693,1.77,2.4333,0.31614,2.4068,2.5227,0.32399
6790,31858,13.55671,41.13494,0.30541,2.4801,0.26115,0.36388,2.5105,0.29733,0.4066,2.5796,0.32712,0.45718,2.5893,0.35523,0.50604,2.6311,0.3741,0.56017,2.6527,0.41435,0.70726,2.7377,0.50929,0.8446,2.8794,0.54434,1.0478,3.0345,0.57553
6791,31636,13.55676,41.18494,0.31866,2.4913,0.26321,0.37752,2.5198,0.29788,0.4251,2.5642,0.32929,0.47653,2.5932,0.35402,0.52619,2.64,0.37182,0.5812,2.6563,0.41242,0.73766,2.768,0.46066,0.88866,2.8469,0.54185,1.1092,2.9905,0.57287
6792,31414,13.55683,41.23494,0.33426,2.5034,0.26463,0.39402,2.5341,0.29866,0.4479,2.5537,0.33076,0.50026,2.6028,0.35257,0.55078,2.6578,0.36938,0.60846,2.6638,0.41272,0.7758,2.7644,0.45545,0.94213,2.8203,0.53571,1.1829,2.9554,0.5663
6793,31192,13.55686,41.28495,0.35243,2.5143,0.26747,0.41819,2.5236,0.29982,0.4753,2.5605,0.32996,0.52881,2.6244,0.34653,0.58046,2.679,0.36448,0.64765,2.6503,0.41147,0.82729,2.7505,0.45022,1.0074,2.801,0.52522,1.2787,2.9119,0.55722
6794,30970,13.5569,41.33494,0.3741,2.5195,0.27056,0.45005,2.5023,0.30476,0.5093,2.5638,0.32676,0.56485,2.6333,0.34156,0.62343,2.6762,0.35798,0.69887,2.643,0.40274,0.89843,2.729,0.44118,1.0998,2.7564,0.51349,1.4022,2.8591,0.53866
6795,30748,13.55693,41.38494,0.39938,2.5227,0.27372,0.48885,2.5007,0.2983,0.5519,2.5624,0.32167,0.61401,2.6189,0.33776,0.68671,2.6384,0.35172,0.76724,2.69,0.36646,0.99269,2.715,0.42627,1.2265,2.7486,0.45179,1.5832,2.7884,0.51792
6796,30526,13.55701,41.43494,0.44023,2.4764,0.27603,0.53859,2.496,0.2964,0.61,2.5384,0.31702,0.69325,2.5536,0.3316,0.77363,2.6036,0.34302,0.87592,2.6192,0.35625,1.153,2.6344,0.40462,1.4321,2.6801,0.42592,1.8952,2.7052,0.45229
6797,30082,13.55705,41.53495,0.54046,2.4445,0.27239,0.67968,2.4336,0.28968,0.7909,2.4389,0.29905,0.92462,2.408,0.31654,1.0907,2.3564,0.32138,1.263,2.3578,0.32845,1.7586,2.3686,0.34406,2.2384,2.4091,0.35956,2.9949,2.4434,0.37054
6798,30304,13.55706,41.48494,0.48945,2.4479,0.27577,0.59885,2.4852,0.29392,0.6987,2.4675,0.31382,0.79263,2.5099,0.3242,0.90064,2.5161,0.33323,1.0254,2.5495,0.34192,1.4554,2.4715,0.3615,1.8495,2.4863,0.37635,2.5004,2.4489,0.41457
6799,29860,13.55717,41.58494,0.58508,2.4411,0.27317,0.7469,2.4103,0.28709,0.8914,2.3669,0.29576,1.0526,2.319,0.3098,1.2066,2.3293,0.31481,1.4002,2.3426,0.32157,1.9478,2.3534,0.33726,2.482,2.3971,0.35206,3.3197,2.4321,0.36698
6800,29638,13.55718,41.63494,0.62427,2.4204,0.27375,0.79314,2.4102,0.28505,0.9663,2.3348,0.29198,1.1211,2.319,0.29829,1.2862,2.321,0.3123,1.492,2.3274,0.3193,2.0717,2.3446,0.33568,2.6308,2.3946,0.3512,3.5354,2.4164,0.36808
6801,29416,13.55724,41.68494,0.65421,2.4143,0.27309,0.83238,2.3932,0.28513,1.0052,2.3358,0.29151,1.1667,2.319,0.29798,1.3387,2.321,0.3115,1.5533,2.3252,0.31839,2.1665,2.332,0.33636,2.758,2.3721,0.35234,3.7054,2.4001,0.37014
6802,29194,13.5573,41.73494,0.6766,2.4129,0.27281,0.86586,2.3753,0.28537,1.0405,2.3304,0.29102,1.2037,2.3191,0.29832,1.383,2.3216,0.31179,1.5995,2.3329,0.31784,2.2377,2.334,0.33775,2.8632,2.3628,0.3541,3.832,2.4117,0.3718
6803,28972,13.5573,41.78494,0.69559,2.4114,0.27264,0.89855,2.3583,0.28487,1.072,2.3251,0.29095,1.2414,2.3102,0.29855,1.4259,2.3167,0.31191,1.6434,2.3388,0.3181,2.298,2.3431,0.33892,2.9452,2.3698,0.35603,3.9602,2.4255,0.37212
6804,28750,13.55736,41.83495,0.71312,2.4079,0.27277,0.92818,2.3453,0.28426,1.1013,2.3228,0.29052,1.2767,2.3046,0.29816,1.4674,2.3077,0.31204,1.6931,2.3324,0.31819,2.3408,2.366,0.33965,3.0048,2.3918,0.35728,4.0635,2.4437,0.37274
6805,28528,13.55743,41.88494,0.73322,2.4017,0.27305,0.96383,2.3341,0.28239,1.1367,2.319,0.29005,1.3205,2.2999,0.29691,1.5199,2.2991,0.31097,1.7585,2.3211,0.31735,2.4117,2.3783,0.3395,3.105,2.4086,0.35732,4.2471,2.4409,0.37338
6806,28306,13.55746,41.93494,0.75201,2.3985,0.27261,0.9883,2.336,0.28158,1.1676,2.3192,0.28938,1.3579,2.3003,0.29555,1.5641,2.2937,0.31039,1.8156,2.3129,0.31674,2.4925,2.3683,0.34048,3.1969,2.412,0.35872,4.3837,2.4447,0.37523
6807,28084,13.55749,41.98494,0.76718,2.396,0.27254,1.0081,2.3349,0.28138,1.19,2.3207,0.28932,1.3839,2.3024,0.29577,1.5937,2.2942,0.31053,1.856,2.3077,0.31724,2.5451,2.3636,0.34254,3.2654,2.4058,0.36103,4.4565,2.4542,0.37755
6808,27862,13.55753,42.03495,0.77654,2.3948,0.27256,1.0212,2.3337,0.28135,1.2038,2.3212,0.28943,1.3993,2.3038,0.29633,1.6126,2.2981,0.31014,1.8791,2.3112,0.31732,2.5745,2.3622,0.34463,3.3027,2.4019,0.36267,4.4831,2.4608,0.38044
6809,27640,13.55759,42.08494,0.78215,2.3956,0.27263,1.0293,2.3342,0.28145,1.2131,2.3208,0.28959,1.41,2.3048,0.29669,1.6248,2.3009,0.31003,1.8928,2.3128,0.31796,2.5916,2.3628,0.34608,3.3236,2.4008,0.36355,4.5067,2.4586,0.38243
6810,27418,13.55763,42.13494,0.7861,2.3962,0.27274,1.0349,2.3339,0.28176,1.2196,2.3199,0.2899,1.4173,2.3054,0.29707,1.6329,2.3026,0.31019,1.9011,2.3144,0.31861,2.6016,2.3638,0.34704,3.3348,2.4006,0.36429,4.5179,2.458,0.38376
6811,27196,13.55768,42.18494,0.7886,2.3954,0.27292,1.0383,2.333,0.28204,1.2235,2.3188,0.29019,1.4216,2.3048,0.29749,1.6375,2.3033,0.31043,1.9053,2.3158,0.3191,2.6064,2.3646,0.34761,3.3396,2.4007,0.36472,4.5217,2.4579,0.38448
6812,26974,13.55772,42.23494,0.78964,2.3939,0.27302,1.0398,2.3317,0.28211,1.2252,2.3174,0.29029,1.4235,2.3035,0.29772,1.6394,2.3027,0.31055,1.9061,2.3165,0.31932,2.6068,2.3652,0.3477,3.3396,2.4006,0.36473,4.521,2.4577,0.38465
6813,26752,13.55781,42.28494,0.79033,2.3918,0.27315,1.0408,2.3298,0.28225,1.2265,2.3156,0.29029,1.4249,2.3007,0.29785,1.6408,2.3008,0.31072,1.9061,2.3167,0.31935,2.6059,2.3665,0.34753,3.3381,2.4015,0.36458,4.5197,2.4584,0.38436
